Firm Initiated,Iterations Until Recovery,Starting Price,Price Drop,Restoration Iteration,Simulation
1,5,46,1,438242,40
0,20767,48,31,459011,40
1,6309,46,28,465323,40
1,53,46,6,465381,40
0,2,45,1,465385,40
0,1,44,1,465388,40
1,3021,46,28,468411,40
0,1008,46,18,469420,40
0,463,44,25,469886,40
0,1,43,1,469890,40
1,2,20,1,3,41
0,23738,23,13,23746,41
0,757,23,11,24506,41
1,2,22,1,24511,41
0,745,24,10,25257,41
0,36,23,6,25295,41
0,1,23,1,25297,41
1,43,21,5,25344,41
0,707,23,12,26052,41
0,475,23,8,26528,41
0,2124,25,12,28653,41
0,1798,25,11,30452,41
0,117,25,6,30570,41
0,267,26,7,30838,41
1,126,26,7,30965,41
0,1,24,1,30970,41
1,13821,28,16,44794,41
1,4,28,2,44799,41
1,5,28,2,44806,41
1,321,28,7,45129,41
0,2663,29,13,47793,41
0,3407,29,13,51202,41
0,4,28,2,51208,41
0,27,26,6,51238,41
0,19,26,3,51258,41
1,1,25,1,51261,41
1,1,25,1,51265,41
1,1,24,1,51269,41
0,40,28,6,51312,41
1,969,29,10,52282,41
1,14467,32,17,66750,41
0,3079,33,14,69830,41
1,8,32,2,69844,41
0,24403,36,19,94250,41
0,564,35,11,94817,41
0,15536,39,23,110355,41
0,1,37,1,110359,41
1,1309,35,12,111671,41
1,30,35,6,111702,41
1,6,34,1,111710,41
0,15,34,3,111727,41
1,2442,37,16,114170,41
1,521,37,15,114695,41
1,1,35,1,114699,41
0,319,37,13,115019,41
0,99,38,11,115119,41
0,423,37,12,115544,41
1,198,37,11,115743,41
0,1094,37,11,116838,41
1,11,36,2,116852,41
1,1,36,1,116854,41
1,1,35,1,116857,41
0,5050,39,17,121912,41
1,1974,39,17,123887,41
1,24,39,4,123912,41
1,1,39,1,123914,41
0,1,39,1,123917,41
1,113,39,9,124031,41
1,1,38,1,124034,41
1,11,36,3,124048,41
0,30,38,5,124088,41
1,14,38,3,124103,41
0,29155,42,22,153259,41
1,1,40,1,153263,41
0,686,42,17,153951,41
0,102,41,8,154064,41
0,1120,41,18,155185,41
0,47135,45,24,202322,41
0,50792,47,26,253115,41
1,6515,47,22,259633,41
1,15337,47,26,274971,41
0,9315,47,25,284287,41
0,354,45,17,284649,41
1,2838,47,24,287490,41
0,32,48,3,287523,41
1,1,48,1,287525,41
1,4,47,1,287531,41
0,6,48,2,287538,41
0,8,47,3,287548,41
0,30,49,3,287579,41
1,100063,51,30,387644,41
0,4806,20,10,4807,42
0,1,20,1,4809,42
1,7311,22,12,12122,42
1,812,22,9,12936,42
0,1,22,1,12938,42
0,1,22,1,12940,42
1,4161,25,12,17103,42
1,16065,28,18,33169,42
1,9336,29,15,42508,42
0,2,28,1,42512,42
0,535,28,11,43048,42
0,1025,28,12,44077,42
1,5292,30,16,49370,42
0,1,28,1,49374,42
0,7,27,2,49383,42
1,16,27,4,49400,42
1,2,26,1,49404,42
1,9,26,3,49414,42
0,8091,30,16,57509,42
0,2,26,1,57517,42
1,93,28,5,57612,42
0,1,27,1,57615,42
1,901,29,12,58518,42
0,43,29,6,58562,42
1,12,29,2,58575,42
0,4214,31,15,62790,42
1,1,29,1,62794,42
0,1,29,1,62796,42
1,188,27,10,62988,42
1,172,25,8,63163,42
0,4,22,2,63174,42
0,5,22,2,63180,42
0,8,22,4,63190,42
1,23,25,3,63215,42
0,9,28,3,63225,42
0,34,30,6,63260,42
0,5,28,1,63268,42
0,1,28,1,63270,42
0,393,26,7,63671,42
0,1,26,1,63674,42
1,1,25,1,63677,42
0,59,25,6,63738,42
1,8,26,2,63748,42
0,49,28,7,63798,42
1,330,30,12,64129,42
0,1,30,1,64131,42
1,3930,32,15,68062,42
1,3219,32,18,71282,42
0,4,33,1,71288,42
1,15852,36,19,87141,42
1,8,36,2,87150,42
0,44250,40,21,131402,42
1,2,40,1,131405,42
0,17490,41,21,148896,42
0,6020,42,21,154917,42
1,15228,43,20,170148,42
1,22,42,4,170173,42
0,5,41,2,170180,42
1,72,43,9,170253,42
0,6,42,1,170261,42
1,17054,46,24,187316,42
1,120933,48,29,308250,42
0,16,49,4,308268,42
1,75886,49,28,384155,42
0,3,49,1,384161,42
1,2,49,1,384164,42
1,3,46,1,384171,42
0,3955,48,22,388127,42
0,4139,48,22,392267,42
0,1,48,1,392269,42
0,3,48,1,392273,42
0,4143,20,10,4144,43
0,5902,21,11,10047,43
0,9,22,2,10057,43
1,1252,22,11,11312,43
0,1786,22,11,13101,43
0,3,22,1,13106,43
1,2140,25,14,15250,43
0,35,25,3,15288,43
0,124,25,6,15413,43
0,3626,25,13,19040,43
0,2478,26,11,21519,43
0,2,25,1,21523,43
1,2536,27,13,24060,43
0,11,25,2,24074,43
0,1,25,1,24076,43
0,387,25,10,24466,43
0,101,24,6,24571,43
1,1,22,1,24575,43
1,1,23,1,24580,43
1,1,23,1,24582,43
0,1,20,1,24588,43
0,1,20,1,24590,43
1,15,23,4,24607,43
0,1,23,1,24609,43
1,13,26,2,24624,43
1,1,26,1,24626,43
0,139,26,6,24766,43
0,1,26,1,24768,43
0,44,26,4,24813,43
1,88,26,6,24905,43
0,145,26,7,25051,43
0,3,26,1,25055,43
1,1,23,1,25060,43
0,16,25,2,25078,43
0,7,25,2,25087,43
0,1,25,1,25089,43
1,45,26,7,25135,43
0,54,26,4,25190,43
1,694,28,12,25886,43
0,2,26,1,25891,43
0,429,26,7,26321,43
0,218,25,8,26543,43
0,1,24,1,26546,43
0,1,24,1,26548,43
1,156,26,8,26705,43
1,1,26,1,26708,43
0,250,26,11,26959,43
0,2807,28,11,29767,43
1,149,28,9,29917,43
0,1,28,1,29919,43
1,1379,29,12,31300,43
1,440,29,11,31741,43
1,2928,29,13,34671,43
0,119,29,12,34791,43
1,481,31,13,35273,43
1,10,30,2,35285,43
0,5478,30,14,40767,43
1,3,30,1,40771,43
1,12,30,2,40784,43
1,1,30,1,40788,43
0,5739,32,15,46528,43
1,1,31,1,46531,43
1,1,31,1,46533,43
1,1,31,1,46535,43
1,3,31,1,46541,43
1,1,31,1,46543,43
1,2,31,1,46548,43
0,6,31,1,46555,43
1,1,31,1,46561,43
0,145,33,9,46709,43
0,3669,33,16,50379,43
0,71,33,5,50451,43
0,25,32,5,50481,43
0,1070,32,11,51552,43
0,1454,32,13,53007,43
1,8379,34,17,61387,43
0,20251,36,20,81639,43
1,1670,36,13,83310,43
1,259,37,11,83572,43
1,17952,40,19,101530,43
0,5628,40,17,107159,43
0,2419,39,16,109580,43
1,1,38,1,109583,43
0,580,39,14,110165,43
1,3,39,1,110169,43
1,700,39,15,110871,43
1,2,38,1,110875,43
1,1104,37,15,111981,43
1,797,39,14,112779,43
1,1385,38,15,114167,43
1,1,37,1,114170,43
1,1,36,1,114173,43
0,36,38,6,114210,43
1,1,38,1,114212,43
1,1216,38,17,115429,43
1,9,36,3,115441,43
0,38,38,7,115480,43
1,2,38,1,115483,43
0,1,39,1,115486,43
1,1446,39,17,116933,43
0,1,39,1,116935,43
1,5,39,2,116941,43
0,59,36,6,117004,43
0,20,36,4,117025,43
1,5,37,2,117031,43
1,432,37,13,117465,43
1,10568,40,18,128034,43
1,1,40,1,128036,43
1,68,39,6,128106,43
0,2,38,1,128110,43
1,294,40,10,128405,43
0,5,39,2,128412,43
0,2,37,1,128418,43
1,8092,41,19,136513,43
1,21367,44,26,157884,43
0,116,44,8,158001,43
0,1,43,1,158005,43
0,2,43,1,158008,43
0,1,43,1,158010,43
1,6330,46,24,164341,43
0,88,45,9,164431,43
1,33178,47,26,197611,43
0,1,46,1,197614,43
0,18,46,3,197636,43
0,2778,46,22,200415,43
0,1,46,1,200417,43
0,2055,46,18,202473,43
1,6,46,1,202481,43
0,6,46,2,202488,43
0,1,45,1,202491,43
0,1003,45,15,203495,43
1,2,46,1,203499,43
1,8,44,2,203510,43
0,1,45,1,203512,43
1,2523,47,19,206040,43
0,22,47,5,206063,43
1,1,45,1,206067,43
0,8,44,2,206077,43
1,2,46,2,206084,43
1,1,45,1,206087,43
0,88,47,9,206177,43
1,2,46,1,206181,43
1,2984,46,13,209166,43
1,24,46,3,209193,43
1,1,46,1,209196,43
1,7,47,2,209205,43
0,1,47,1,209207,43
0,1,46,1,209210,43
0,9,45,2,209221,43
1,480,47,13,209702,43
1,22,47,4,209728,43
0,308,47,12,210037,43
0,75586,51,28,285624,43
1,1,50,1,285630,43
0,10,51,3,285645,43
1,4,50,1,285651,43
0,8,51,2,285661,43
0,11792,51,27,297456,43
1,1,50,1,297459,43
1,1,50,1,297461,43
1,4,50,1,297466,43
1,22220,50,28,319691,43
1,36,52,8,319728,43
0,1,51,1,319731,43
1,5,51,2,319738,43
1,13,50,4,319753,43
1,399,50,20,320153,43
1,9110,20,10,9111,44
0,1,20,1,9115,44
0,133,20,6,9249,44
0,684,20,8,9937,44
0,2223,21,9,12163,44
0,2,21,1,12166,44
0,1079,22,11,13249,44
0,115,21,9,13367,44
1,1,21,1,13369,44
0,2,21,1,13372,44
0,1,20,1,13375,44
1,215,23,9,13592,44
1,5,23,1,13598,44
0,1,23,1,13600,44
0,12,24,2,13614,44
1,1,23,1,13617,44
0,254,23,7,13872,44
0,1,23,1,13876,44
1,4670,24,14,18547,44
1,3506,24,12,22055,44
1,4,24,2,22060,44
1,1,22,1,22064,44
1,1,22,1,22066,44
0,1862,24,11,23929,44
0,1,23,1,23932,44
1,152,24,8,24085,44
1,210,24,8,24297,44
0,2,24,1,24300,44
1,7773,27,13,32074,44
0,903,27,9,32978,44
0,3851,30,14,36831,44
0,10742,31,16,47574,44
1,1,30,1,47577,44
0,2,27,1,47583,44
1,367,31,12,47954,44
0,1,32,1,47956,44
1,15974,34,18,63932,44
0,1,34,1,63934,44
0,342,34,15,64277,44
0,44,33,4,64323,44
1,13188,35,20,77513,44
0,1,35,1,77515,44
1,1,35,1,77517,44
0,14744,38,19,92264,44
1,7995,38,20,100260,44
1,2823,39,20,103085,44
1,15570,40,26,118657,44
1,91,38,11,118753,44
1,288,39,12,119045,44
1,8006,41,21,127052,44
0,2,42,1,127058,44
0,1,42,1,127060,44
1,30116,43,22,157177,44
0,6442,43,19,163620,44
1,43,42,9,163665,44
1,201,43,11,163867,44
1,55802,45,26,219670,44
0,2320,44,20,221993,44
0,647,44,16,222641,44
1,25757,47,29,248399,44
1,4675,48,27,253075,44
1,1,48,1,253077,44
0,114567,50,32,367645,44
0,12500,48,25,380148,44
0,16,48,3,380169,44
1,9632,49,28,389802,44
1,8404,49,26,398209,44
0,1,50,1,398215,44
0,1147,50,23,399363,44
1,1,50,1,399366,44
1,2,14,1,14,45
0,1,14,1,17,45
0,330,14,4,348,45
1,1,14,1,352,45
1,6,13,3,360,45
0,111,15,5,472,45
0,2664,17,7,3138,45
1,1,15,1,3142,45
1,2,15,1,3145,45
1,155,16,6,3301,45
0,3164,18,8,6471,45
1,92,17,5,6565,45
0,198,17,6,6764,45
1,10,18,3,6775,45
0,1,18,1,6777,45
0,1,18,1,6779,45
0,1,18,1,6781,45
1,1131,20,10,7913,45
0,750,20,8,8664,45
1,3,19,1,8669,45
1,94,18,4,8765,45
0,23,17,3,8790,45
0,1,16,1,8793,45
0,5,16,1,8799,45
1,13,18,2,8814,45
1,278,19,8,9097,45
1,405,21,9,9503,45
0,303,20,7,9808,45
0,6,20,2,9815,45
1,110,20,5,9927,45
1,2666,22,10,12594,45
0,1083,23,10,13681,45
1,3010,22,12,16693,45
1,1250,22,11,17946,45
0,68,21,4,18019,45
1,1,21,1,18021,45
1,3,21,1,18025,45
0,64,21,4,18090,45
0,2,21,1,18093,45
1,5,21,2,18099,45
1,5,21,1,18106,45
1,4,23,1,18113,45
0,2,23,1,18116,45
0,1,23,1,18118,45
1,1,23,1,18120,45
1,4,23,1,18125,45
1,1,23,1,18127,45
0,12,21,2,18142,45
0,1,20,1,18145,45
0,1,20,1,18147,45
0,2,20,1,18150,45
0,14,20,3,18165,45
0,1,21,1,18168,45
1,1,21,1,18171,45
1,2,23,1,18178,45
0,1,23,1,18180,45
0,33,21,5,18216,45
0,20,21,5,18238,45
0,1,21,1,18245,45
0,1,21,1,18247,45
0,1,20,1,18250,45
0,13,21,3,18265,45
0,1,21,1,18267,45
0,101,21,4,18369,45
1,3,23,1,18373,45
1,2,23,1,18376,45
0,3706,25,13,22083,45
0,3,25,1,22087,45
1,2,24,1,22091,45
1,1,24,1,22093,45
1,1,24,1,22097,45
1,1,24,1,22099,45
1,37,24,5,22137,45
1,4,24,1,22142,45
0,2648,26,15,24791,45
1,1,25,1,24796,45
0,102,25,5,24899,45
1,6,25,1,24908,45
1,2,24,1,24912,45
1,7,24,2,24920,45
1,15,26,3,24937,45
1,1,26,1,24941,45
1,4,25,1,24947,45
0,6066,28,15,31014,45
1,2,28,1,31017,45
0,309,28,10,31327,45
1,731,28,13,32061,45
0,1,26,1,32065,45
0,2,26,1,32068,45
1,4,28,2,32073,45
0,1,28,1,32075,45
0,5938,29,14,38015,45
0,433,29,12,38450,45
0,5,27,2,38459,45
0,5,27,1,38465,45
1,38,29,4,38504,45
1,2045,31,12,40550,45
1,27766,35,20,68317,45
1,31,35,5,68349,45
1,1513,36,11,69865,45
1,530,35,10,70397,45
0,7,37,2,70406,45
1,1,34,1,70415,45
0,22,34,3,70441,45
1,16198,40,19,86646,45
1,11,39,2,86659,45
0,13,38,3,86674,45
0,5,38,1,86680,45
0,930,39,15,87612,45
1,23753,41,21,111366,45
1,133,40,10,111501,45
0,71,40,5,111574,45
1,20722,42,22,132297,45
1,729,41,15,133028,45
1,19,41,4,133048,45
0,4,39,1,133055,45
0,1,35,1,133064,45
1,69,39,5,133136,45
1,165,42,11,133303,45
1,1,42,1,133305,45
0,1,44,1,133308,45
0,6828,44,21,140137,45
0,1905,42,18,142045,45
1,2,41,1,142051,45
0,9514,44,21,151568,45
0,27690,46,25,179259,45
0,4244,45,19,183506,45
1,13656,45,21,197163,45
0,1149,45,20,198313,45
0,1,45,1,198315,45
1,17804,47,26,216121,45
0,33787,47,26,249909,45
1,39704,48,26,289615,45
1,1404,48,21,291022,45
1,73,48,8,291096,45
0,6397,20,10,6398,46
1,2792,21,11,9192,46
0,1,17,1,9202,46
1,14,20,3,9217,46
1,10041,23,13,19261,46
0,2121,23,11,21384,46
1,1060,23,9,22445,46
1,1,23,1,22447,46
0,7391,25,13,29842,46
1,12890,28,16,42736,46
0,1559,27,13,44297,46
0,1,27,1,44299,46
0,1,27,1,44302,46
1,12048,31,18,56352,46
1,9,32,3,56365,46
1,16302,34,22,72668,46
0,360,32,10,73031,46
0,1241,32,13,74273,46
1,6640,34,17,80914,46
0,3725,35,18,84641,46
0,1,35,1,84643,46
0,5620,35,22,90265,46
1,1,35,1,90268,46
0,5261,36,18,95530,46
0,5148,36,20,100679,46
0,1,35,1,100682,46
1,2292,37,17,102975,46
1,25728,39,21,128706,46
0,1,39,1,128708,46
1,12694,40,21,141403,46
1,2,40,1,141406,46
0,11,40,4,141420,46
0,1,40,1,141422,46
0,5656,40,20,147079,46
0,32,40,3,147112,46
0,524,40,15,147637,46
1,18731,43,25,166369,46
1,1966,43,23,168336,46
0,12512,44,25,180849,46
1,19478,44,26,200328,46
0,1602,44,19,201932,46
0,4,43,1,201938,46
1,23,44,4,201962,46
1,4,47,3,201967,46
1,4610,46,25,206583,46
1,26082,46,26,232669,46
1,26629,47,29,259299,46
0,17441,47,29,276741,46
0,68917,47,30,345660,46
0,6451,47,29,352114,46
0,25337,47,30,377452,46
0,5,47,2,377459,46
0,8,47,2,377470,46
0,1,47,1,377472,46
0,88,46,11,377562,46
1,1,46,1,377564,46
1,2868,42,20,380437,46
1,10,44,3,380448,46
0,7,44,2,380456,46
0,29588,45,30,410047,46
0,18012,48,32,428060,46
1,1,48,1,428062,46
1,2,47,1,428066,46
1,1190,47,25,429257,46
1,1,46,1,429266,46
1,64,46,9,429331,46
1,115,45,8,429448,46
0,42049,49,34,471498,46
0,1,47,1,471502,46
1,3280,17,7,3284,47
0,3,17,1,3291,47
0,1,17,1,3294,47
0,1,17,1,3296,47
1,2917,20,10,6214,47
1,4273,22,12,10490,47
1,1088,24,11,11579,47
0,2,23,1,11583,47
1,803,24,10,12387,47
1,221,24,9,12609,47
0,817,23,8,13428,47
0,1,23,1,13430,47
1,415,24,8,13849,47
1,1,22,1,13857,47
1,99,22,5,13957,47
1,102,23,6,14061,47
0,1,22,1,14064,47
0,6,19,2,14074,47
0,2,21,2,14077,47
0,54,21,5,14133,47
1,1,21,1,14135,47
0,1,20,1,14138,47
1,61,23,6,14201,47
0,3,23,1,14205,47
1,8714,26,15,22920,47
1,107,25,6,23029,47
0,10800,29,15,33830,47
1,1222,28,14,35054,47
1,129,28,7,35184,47
1,1019,29,12,36205,47
1,2,28,1,36210,47
1,19,28,4,36231,47
0,6317,30,16,42550,47
1,1,30,1,42552,47
0,609,30,12,43163,47
0,386,30,11,43550,47
0,1127,30,13,44678,47
0,1,30,1,44680,47
0,1483,30,14,46164,47
1,9001,32,18,55167,47
0,1139,30,13,56309,47
0,259,30,12,56575,47
0,1,30,1,56580,47
1,1645,31,16,58227,47
0,929,32,15,59159,47
0,6489,32,16,65649,47
1,8448,33,18,74100,47
0,2644,33,17,76745,47
0,2271,35,17,79017,47
0,1,35,1,79021,47
0,4,35,1,79026,47
0,2968,35,18,81995,47
0,1,35,1,81997,47
1,16886,37,22,98884,47
1,542,37,17,99427,47
0,12624,39,19,112052,47
1,3889,38,20,115943,47
0,8470,39,20,124415,47
0,10,38,2,124427,47
1,1,37,1,124430,47
0,45,36,6,124477,47
0,413,38,16,124892,47
1,1,38,1,124894,47
0,7484,40,20,132379,47
0,39029,42,25,171409,47
1,1,43,1,171412,47
0,11521,44,25,182934,47
0,3634,44,23,186569,47
0,11322,45,25,197894,47
0,202,44,14,198098,47
0,8267,45,22,206367,47
0,4,41,2,206376,47
0,4,44,2,206382,47
1,214,43,10,206602,47
1,1,43,1,206604,47
0,84,41,8,206691,47
0,23,43,3,206717,47
0,27648,46,25,234366,47
1,20338,46,24,254705,47
0,18,46,3,254724,47
1,1,44,1,254732,47
1,6,43,1,254740,47
1,3,44,1,254745,47
1,5,44,1,254751,47
0,30,44,4,254783,47
1,4,43,2,254789,47
1,1,42,1,254792,47
1,6,42,2,254799,47
0,16803,46,24,271603,47
0,74,44,7,271680,47
1,21,43,3,271703,47
1,2,43,1,271706,47
0,19447,47,24,291156,47
1,12,46,3,291172,47
1,1,45,1,291176,47
1,1,45,1,291178,47
0,45759,48,28,336940,47
0,44059,48,29,381000,47
0,22702,49,30,403705,47
0,7263,19,9,7265,48
0,7439,21,11,14705,48
0,27,20,5,14736,48
1,5197,23,13,19934,48
0,1,23,1,19936,48
1,2086,23,11,22027,48
0,122,23,7,22150,48
0,42,23,4,22193,48
1,3327,25,14,25521,48
0,1274,25,12,26796,48
0,99,25,9,26896,48
0,838,25,10,27735,48
1,1054,25,10,28790,48
1,6727,29,15,35519,48
0,24,28,4,35545,48
0,43,29,3,35590,48
1,1281,29,12,36877,48
1,601,29,12,37480,48
1,3,26,1,37487,48
0,115,28,9,37603,48
1,1,27,1,37606,48
1,1,27,1,37608,48
1,3,27,1,37612,48
0,194,28,8,37808,48
0,2928,30,13,40737,48
1,361,30,9,41099,48
1,2332,30,11,43433,48
1,2211,30,13,45645,48
1,8,30,2,45654,48
0,3,29,1,45659,48
0,1,29,1,45664,48
1,69,30,7,45734,48
1,30,30,5,45767,48
0,599,32,9,46367,48
0,9067,34,18,55435,48
1,108,33,7,55545,48
0,2531,36,18,58078,48
0,2733,36,16,60816,48
1,332,36,11,61149,48
0,29814,40,22,90967,48
1,615,40,12,91585,48
1,1,40,1,91587,48
0,8,40,2,91596,48
1,11658,41,20,103256,48
1,23961,41,21,127218,48
1,3,41,1,127224,48
0,55995,43,22,183220,48
0,2389,42,19,185611,48
1,2228,45,17,187842,48
0,18201,45,22,206046,48
1,84352,48,27,290399,48
1,136,48,11,290536,48
1,1467,48,20,292004,48
1,13751,51,28,305758,48
1,1,49,1,305762,48
1,2470,48,24,308236,48
1,589,48,28,308826,48
0,7,47,1,308835,48
1,99343,51,32,408179,48
1,1,51,1,408181,48
0,8644,50,26,416827,48
1,40453,51,29,457281,48
0,1,48,1,457286,48
1,4768,20,10,4769,49
0,2,20,1,4772,49
1,16579,25,15,21354,49
1,1,24,1,21357,49
1,1,24,1,21359,49
0,7563,26,13,28923,49
0,2,25,1,28927,49
1,5362,28,13,34290,49
1,88,26,6,34381,49
0,5108,29,15,39490,49
0,2,27,1,39495,49
0,1,27,1,39501,49
1,5503,29,14,45005,49
0,389,29,11,45395,49
1,2,26,1,45403,49
0,4836,31,16,50244,49
0,9993,32,17,60239,49
1,466,31,10,60709,49
0,2,32,1,60714,49
1,2,30,1,60720,49
0,1,29,1,60723,49
0,1,28,1,60726,49
1,73,30,9,60800,49
0,5,28,1,60808,49
1,11,30,4,60821,49
1,68,31,5,60890,49
0,3,29,1,60896,49
1,214,31,7,61114,49
0,1,29,1,61123,49
0,36,29,7,61167,49
0,7,30,2,61176,49
0,1,30,1,61178,49
1,1241,33,15,62420,49
1,6,33,1,62428,49
0,1,30,1,62434,49
1,17,30,5,62452,49
1,8,29,2,62462,49
1,150,31,10,62613,49
1,49,30,7,62664,49
1,17,29,4,62684,49
1,172,32,8,62858,49
0,29517,36,20,92376,49
0,3,33,1,92383,49
1,1062,34,17,93446,49
1,5348,37,22,98797,49
0,2760,37,20,101559,49
1,3,36,1,101564,49
1,1061,37,20,102626,49
0,10231,37,20,112858,49
1,29422,39,24,142283,49
0,12858,39,22,155142,49
0,1,39,1,155144,49
0,42,39,5,155192,49
0,31699,41,25,186892,49
1,19234,42,26,206128,49
1,6,41,2,206136,49
1,1,40,1,206139,49
1,1,38,1,206143,49
0,3060,41,23,209204,49
0,13812,43,24,223018,49
0,4587,43,25,227607,49
0,3,42,1,227612,49
0,1,42,1,227614,49
1,55672,45,29,283287,49
1,4,45,1,283292,49
0,49359,47,29,332652,49
0,8332,19,9,8334,50
0,3,19,1,8338,50
1,9,21,3,8348,50
0,5736,21,11,14085,50
1,186,21,7,14272,50
1,4814,23,13,19087,50
1,4,23,1,19092,50
0,338,23,10,19432,50
1,6555,26,14,25989,50
1,10,26,1,26000,50
1,1,27,1,26003,50
0,1,27,1,26005,50
1,1,27,1,26007,50
1,6001,27,14,32013,50
0,1,27,1,32015,50
1,2407,28,14,34423,50
1,14199,30,15,48623,50
0,288,30,10,48912,50
0,18133,32,18,67046,50
0,2,32,1,67049,50
1,1,28,1,67056,50
1,2,28,1,67061,50
0,3240,31,13,70302,50
0,2,28,1,70310,50
1,1,29,1,70313,50
1,133,27,8,70449,50
1,3,24,2,70457,50
0,755,25,11,71213,50
1,25,25,4,71239,50
0,126,25,11,71366,50
1,186,28,11,71553,50
1,153,28,9,71707,50
0,1,28,1,71709,50
1,291,29,8,72003,50
1,342,29,8,72346,50
0,859,31,13,73206,50
0,1,31,1,73208,50
1,1766,31,15,74975,50
1,2648,33,15,77624,50
0,29058,36,22,106683,50
1,2243,35,16,108932,50
0,7668,37,23,116602,50
1,1,36,1,116605,50
0,312,36,17,116919,50
0,619,37,20,117540,50
0,6348,38,20,123889,50
1,1,38,1,123891,50
1,10219,38,22,134111,50
0,2517,38,21,136632,50
0,208,39,7,136841,50
1,34,38,7,136877,50
1,3,38,1,136882,50
0,27,39,4,136910,50
0,1881,38,18,138795,50
1,4351,38,19,143148,50
0,1,37,1,143152,50
1,13,36,3,143169,50
1,27,36,5,143197,50
0,171,37,13,143369,50
1,2,37,1,143372,50
0,1,37,1,143374,50
1,1,36,1,143377,50
1,1,37,1,143380,50
0,6,38,2,143387,50
0,1,38,1,143389,50
0,466,36,13,143858,50
1,84,37,7,143944,50
0,2,37,1,143947,50
1,1768,39,17,145716,50
0,4,39,1,145722,50
1,18096,41,24,163819,50
0,1655,41,21,165475,50
0,1,41,1,165477,50
0,563,41,13,166042,50
0,649,41,15,166692,50
0,4,41,1,166697,50
1,48,42,9,166746,50
0,110033,45,31,276780,50
0,357,44,8,277140,50
0,32362,46,31,309503,50
1,29132,46,32,338636,50
1,1,43,1,338642,50
1,64,43,7,338709,50
1,1,42,1,338712,50
1,1,42,1,338715,50
0,20,44,3,338737,50
0,1,44,1,338739,50
1,22267,48,30,361009,50
0,77232,49,33,438242,50
